case;cislo linky;konecna A;linka_smer_A;cislo linky B;konecna B;linka_smer_B;rozjezd;prijezd;odjezd;doba prestupu;stihnuto;o_kolik;cpu;smysluplnost
case5;5;Nádraží;(5, 135);4;Most,Dopravní podnik;(4, 3);20:55:00;2023-10-23 20:52:27.320137;23.10.2023 20:55;46;True;106.679863;PRIOR;0
case5;5;Nádraží;(5, 135);5;Okružní,Shell;(5, 185);20:55:00;2023-10-23 20:52:27.320137;23.10.2023 20:55;52;True;100.679863;PRIOR;1
case5;5;Nádraží;(5, 135);17;Dopravní podnik;(17, 111, 1);20:55:00;2023-10-23 20:52:27.320137;23.10.2023 20:55;82;True;70.679863;PRIOR;0
case5;17;Dopravní podnik;(17, 111, 1);2;Most,nádraží;(2, 9);20:55:00;2023-10-23 20:52:13.775134;23.10.2023 20:55;57;True;109.224866;PRIOR;1
case5;17;Dopravní podnik;(17, 111, 1);4;Most,Dopravní podnik;(4, 3);20:55:00;2023-10-23 20:52:13.775134;23.10.2023 20:55;89;True;77.224866;PRIOR;1
case5;17;Dopravní podnik;(17, 111, 1);5;Okružní,Shell;(5, 185);20:55:00;2023-10-23 20:52:13.775134;23.10.2023 20:55;30;True;136.224866;PRIOR;1
case5;17;Dopravní podnik;(17, 111, 1);5;Nádraží;(5, 135);20:55:00;2023-10-23 20:52:13.775134;23.10.2023 20:55;82;True;84.224866;PRIOR;1
case5;2;Most,nádraží;(2, 9);4;Most,Dopravní podnik;(4, 3);21:55:00;2023-10-23 21:52:00.942367;23.10.2023 21:55;58;True;121.057633;PRIOR;0
case5;2;Most,nádraží;(2, 9);5;Okružní,Shell;(5, 185);21:55:00;2023-10-23 21:52:00.942367;23.10.2023 21:55;27;True;152.057633;PRIOR;0
case5;2;Most,nádraží;(2, 9);5;Nádraží;(5, 135);21:55:00;2023-10-23 21:52:00.942367;23.10.2023 21:55;39;True;140.057633;PRIOR;1
case5;2;Most,nádraží;(2, 9);17;Dopravní podnik;(17, 111, 1);21:55:00;2023-10-23 21:52:00.942367;23.10.2023 21:55;57;True;122.057633;PRIOR;0
case5;4;Most,Dopravní podnik;(4, 3);2;Most,nádraží;(2, 9);21:55:00;2023-10-23 21:51:51.502565;23.10.2023 21:55;58;True;130.497435;PRIOR;0
case5;4;Most,Dopravní podnik;(4, 3);5;Okružní,Shell;(5, 185);21:55:00;2023-10-23 21:51:51.502565;23.10.2023 21:55;59;True;129.497435;PRIOR;1
case5;4;Most,Dopravní podnik;(4, 3);5;Nádraží;(5, 135);21:55:00;2023-10-23 21:51:51.502565;23.10.2023 21:55;46;True;142.497435;PRIOR;1
case5;4;Most,Dopravní podnik;(4, 3);17;Dopravní podnik;(17, 111, 1);21:55:00;2023-10-23 21:51:51.502565;23.10.2023 21:55;89;True;99.497435;PRIOR;1
case5;5;Okružní,Shell;(5, 185);2;Most,nádraží;(2, 9);21:55:00;2023-10-23 21:51:56.722629;23.10.2023 21:55;27;True;156.277371;PRIOR;1
case5;5;Okružní,Shell;(5, 185);4;Most,Dopravní podnik;(4, 3);21:55:00;2023-10-23 21:51:56.722629;23.10.2023 21:55;59;True;124.277371;PRIOR;1
case5;5;Okružní,Shell;(5, 185);5;Nádraží;(5, 135);21:55:00;2023-10-23 21:51:56.722629;23.10.2023 21:55;52;True;131.277371;PRIOR;1
case5;5;Okružní,Shell;(5, 185);17;Dopravní podnik;(17, 111, 1);21:55:00;2023-10-23 21:51:56.722629;23.10.2023 21:55;30;True;153.277371;PRIOR;1
case5;5;Nádraží;(5, 135);2;Most,nádraží;(2, 9);21:55:00;2023-10-23 21:52:43.402997;23.10.2023 21:55;39;True;97.597003;PRIOR;1
case5;5;Nádraží;(5, 135);4;Most,Dopravní podnik;(4, 3);21:55:00;2023-10-23 21:52:43.402997;23.10.2023 21:55;46;True;90.597003;PRIOR;0
case5;5;Nádraží;(5, 135);5;Okružní,Shell;(5, 185);21:55:00;2023-10-23 21:52:43.402997;23.10.2023 21:55;52;True;84.597003;PRIOR;1
case5;5;Nádraží;(5, 135);17;Dopravní podnik;(17, 111, 1);21:55:00;2023-10-23 21:52:43.402997;23.10.2023 21:55;82;True;54.597003;PRIOR;0
case5;17;Dopravní podnik;(17, 111, 1);2;Most,nádraží;(2, 9);21:55:00;2023-10-23 21:53:06.989055;23.10.2023 21:55;57;True;56.010945;PRIOR;1
case5;17;Dopravní podnik;(17, 111, 1);4;Most,Dopravní podnik;(4, 3);21:55:00;2023-10-23 21:53:06.989055;23.10.2023 21:55;89;True;24.010945;PRIOR;1
case5;17;Dopravní podnik;(17, 111, 1);5;Okružní,Shell;(5, 185);21:55:00;2023-10-23 21:53:06.989055;23.10.2023 21:55;30;True;83.010945;PRIOR;1
case5;17;Dopravní podnik;(17, 111, 1);5;Nádraží;(5, 135);21:55:00;2023-10-23 21:53:06.989055;23.10.2023 21:55;82;True;31.010945;PRIOR;1
case5;2;Most,nádraží;(2, 9);4;Most,Dopravní podnik;(4, 3);19:55:00;2023-10-24 19:51:55.316695;2023-10-24 19:56:54.055673;58;True;240.738978;PRIOR;0
case5;2;Most,nádraží;(2, 9);5;Okružní,Shell;(5, 185);19:55:00;2023-10-24 19:51:55.316695;24.10.2023 23:59;27;True;;PRIOR;0
case5;2;Most,nádraží;(2, 9);5;Nádraží;(5, 135);19:55:00;2023-10-24 19:51:55.316695;24.10.2023 19:55;39;True;145.683305;PRIOR;1
case5;2;Most,nádraží;(2, 9);17;Dopravní podnik;(17, 111, 1);19:55:00;2023-10-24 19:51:55.316695;24.10.2023 19:55;57;True;127.683305;PRIOR;0
case5;4;Most,Dopravní podnik;(4, 3);2;Most,nádraží;(2, 9);19:55:00;2023-10-24 19:56:34.055673;24.10.2023 19:55;58;False;-152.055673;PRIOR;0
case5;4;Most,Dopravní podnik;(4, 3);5;Okružní,Shell;(5, 185);19:55:00;2023-10-24 19:56:34.055673;24.10.2023 23:59;59;True;;PRIOR;1
case5;4;Most,Dopravní podnik;(4, 3);5;Nádraží;(5, 135);19:55:00;2023-10-24 19:56:34.055673;24.10.2023 19:55;46;False;-140.055673;PRIOR;1
case5;4;Most,Dopravní podnik;(4, 3);17;Dopravní podnik;(17, 111, 1);19:55:00;2023-10-24 19:56:34.055673;24.10.2023 19:55;89;False;-183.055673;PRIOR;1
case5;5;Okružní,Shell;(5, 185);2;Most,nádraží;(2, 9);19:55:00;24.10.2023 23:59;24.10.2023 19:55;27;False;;PRIOR;1
case5;5;Okružní,Shell;(5, 185);4;Most,Dopravní podnik;(4, 3);19:55:00;24.10.2023 23:59;2023-10-24 19:56:54.055673;59;False;;PRIOR;1
case5;5;Okružní,Shell;(5, 185);5;Nádraží;(5, 135);19:55:00;24.10.2023 23:59;24.10.2023 19:55;52;False;;PRIOR;1
case5;5;Okružní,Shell;(5, 185);17;Dopravní podnik;(17, 111, 1);19:55:00;24.10.2023 23:59;24.10.2023 19:55;30;False;;PRIOR;1
case5;5;Nádraží;(5, 135);2;Most,nádraží;(2, 9);19:55:00;2023-10-24 19:51:53.898220;24.10.2023 19:55;39;True;147.10178;PRIOR;1
case5;5;Nádraží;(5, 135);4;Most,Dopravní podnik;(4, 3);19:55:00;2023-10-24 19:51:53.898220;2023-10-24 19:56:54.055673;46;True;254.157453;PRIOR;0
case5;5;Nádraží;(5, 135);5;Okružní,Shell;(5, 185);19:55:00;2023-10-24 19:51:53.898220;24.10.2023 23:59;52;True;;PRIOR;1
case5;5;Nádraží;(5, 135);17;Dopravní podnik;(17, 111, 1);19:55:00;2023-10-24 19:51:53.898220;24.10.2023 19:55;82;True;104.10178;PRIOR;0
case5;17;Dopravní podnik;(17, 111, 1);2;Most,nádraží;(2, 9);19:55:00;2023-10-24 19:52:49.895793;24.10.2023 19:55;57;True;73.104207;PRIOR;1
case5;17;Dopravní podnik;(17, 111, 1);4;Most,Dopravní podnik;(4, 3);19:55:00;2023-10-24 19:52:49.895793;2023-10-24 19:56:54.055673;89;True;155.15988;PRIOR;1
case5;17;Dopravní podnik;(17, 111, 1);5;Okružní,Shell;(5, 185);19:55:00;2023-10-24 19:52:49.895793;24.10.2023 23:59;30;True;;PRIOR;1
case5;17;Dopravní podnik;(17, 111, 1);5;Nádraží;(5, 135);19:55:00;2023-10-24 19:52:49.895793;24.10.2023 19:55;82;True;48.104207;PRIOR;1
case5;2;Most,nádraží;(2, 9);4;Most,Dopravní podnik;(4, 3);20:55:00;2023-10-24 20:51:16.984150;24.10.2023 20:55;58;True;165.01585;PRIOR;0
case5;2;Most,nádraží;(2, 9);5;Okružní,Shell;(5, 185);20:55:00;2023-10-24 20:51:16.984150;24.10.2023 20:55;27;True;196.01585;PRIOR;0
case5;2;Most,nádraží;(2, 9);5;Nádraží;(5, 135);20:55:00;2023-10-24 20:51:16.984150;24.10.2023 20:55;39;True;184.01585;PRIOR;1
case5;2;Most,nádraží;(2, 9);17;Dopravní podnik;(17, 111, 1);20:55:00;2023-10-24 20:51:16.984150;24.10.2023 20:55;57;True;166.01585;PRIOR;0
case5;4;Most,Dopravní podnik;(4, 3);2;Most,nádraží;(2, 9);20:55:00;2023-10-24 20:53:16.423125;24.10.2023 20:55;58;True;45.576875;PRIOR;0
case5;4;Most,Dopravní podnik;(4, 3);5;Okružní,Shell;(5, 185);20:55:00;2023-10-24 20:53:16.423125;24.10.2023 20:55;59;True;44.576875;PRIOR;1
case5;4;Most,Dopravní podnik;(4, 3);5;Nádraží;(5, 135);20:55:00;2023-10-24 20:53:16.423125;24.10.2023 20:55;46;True;57.576875;PRIOR;1
case5;4;Most,Dopravní podnik;(4, 3);17;Dopravní podnik;(17, 111, 1);20:55:00;2023-10-24 20:53:16.423125;24.10.2023 20:55;89;True;14.576875;PRIOR;1
case5;5;Okružní,Shell;(5, 185);2;Most,nádraží;(2, 9);20:55:00;2023-10-24 20:51:07.033936;24.10.2023 20:55;27;True;205.966064;PRIOR;1
case5;5;Okružní,Shell;(5, 185);4;Most,Dopravní podnik;(4, 3);20:55:00;2023-10-24 20:51:07.033936;24.10.2023 20:55;59;True;173.966064;PRIOR;1
case5;5;Okružní,Shell;(5, 185);5;Nádraží;(5, 135);20:55:00;2023-10-24 20:51:07.033936;24.10.2023 20:55;52;True;180.966064;PRIOR;1
case5;5;Okružní,Shell;(5, 185);17;Dopravní podnik;(17, 111, 1);20:55:00;2023-10-24 20:51:07.033936;24.10.2023 20:55;30;True;202.966064;PRIOR;1
case5;5;Nádraží;(5, 135);2;Most,nádraží;(2, 9);20:55:00;24.10.2023 20:51;24.10.2023 20:55;39;True;201;PRIOR;1
case5;5;Nádraží;(5, 135);4;Most,Dopravní podnik;(4, 3);20:55:00;24.10.2023 20:51;24.10.2023 20:55;46;True;194;PRIOR;0
case5;5;Nádraží;(5, 135);5;Okružní,Shell;(5, 185);20:55:00;24.10.2023 20:51;24.10.2023 20:55;52;True;188;PRIOR;1
case5;5;Nádraží;(5, 135);17;Dopravní podnik;(17, 111, 1);20:55:00;24.10.2023 20:51;24.10.2023 20:55;82;True;158;PRIOR;0
case5;17;Dopravní podnik;(17, 111, 1);2;Most,nádraží;(2, 9);20:55:00;2023-10-24 20:52:35.896928;24.10.2023 20:55;57;True;87.103072;PRIOR;1
case5;17;Dopravní podnik;(17, 111, 1);4;Most,Dopravní podnik;(4, 3);20:55:00;2023-10-24 20:52:35.896928;24.10.2023 20:55;89;True;55.103072;PRIOR;1
case5;17;Dopravní podnik;(17, 111, 1);5;Okružní,Shell;(5, 185);20:55:00;2023-10-24 20:52:35.896928;24.10.2023 20:55;30;True;114.103072;PRIOR;1
case5;17;Dopravní podnik;(17, 111, 1);5;Nádraží;(5, 135);20:55:00;2023-10-24 20:52:35.896928;24.10.2023 20:55;82;True;62.103072;PRIOR;1
case5;2;Most,nádraží;(2, 9);4;Most,Dopravní podnik;(4, 3);21:55:00;2023-10-24 21:51:21.731300;24.10.2023 21:55;58;True;160.2687;PRIOR;0
case5;2;Most,nádraží;(2, 9);5;Okružní,Shell;(5, 185);21:55:00;2023-10-24 21:51:21.731300;24.10.2023 21:55;27;True;191.2687;PRIOR;0
case5;2;Most,nádraží;(2, 9);5;Nádraží;(5, 135);21:55:00;2023-10-24 21:51:21.731300;24.10.2023 21:55;39;True;179.2687;PRIOR;1
case5;2;Most,nádraží;(2, 9);17;Dopravní podnik;(17, 111, 1);21:55:00;2023-10-24 21:51:21.731300;24.10.2023 21:55;57;True;161.2687;PRIOR;0
case5;4;Most,Dopravní podnik;(4, 3);2;Most,nádraží;(2, 9);21:55:00;2023-10-24 21:51:27.631376;24.10.2023 21:55;58;True;154.368624;PRIOR;0
case5;4;Most,Dopravní podnik;(4, 3);5;Okružní,Shell;(5, 185);21:55:00;2023-10-24 21:51:27.631376;24.10.2023 21:55;59;True;153.368624;PRIOR;1
case5;4;Most,Dopravní podnik;(4, 3);5;Nádraží;(5, 135);21:55:00;2023-10-24 21:51:27.631376;24.10.2023 21:55;46;True;166.368624;PRIOR;1
case5;4;Most,Dopravní podnik;(4, 3);17;Dopravní podnik;(17, 111, 1);21:55:00;2023-10-24 21:51:27.631376;24.10.2023 21:55;89;True;123.368624;PRIOR;1
case5;5;Okružní,Shell;(5, 185);2;Most,nádraží;(2, 9);21:55:00;2023-10-24 21:52:38.134854;24.10.2023 21:55;27;True;114.865146;PRIOR;1
case5;5;Okružní,Shell;(5, 185);4;Most,Dopravní podnik;(4, 3);21:55:00;2023-10-24 21:52:38.134854;24.10.2023 21:55;59;True;82.865146;PRIOR;1
case5;5;Okružní,Shell;(5, 185);5;Nádraží;(5, 135);21:55:00;2023-10-24 21:52:38.134854;24.10.2023 21:55;52;True;89.865146;PRIOR;1
case5;5;Okružní,Shell;(5, 185);17;Dopravní podnik;(17, 111, 1);21:55:00;2023-10-24 21:52:38.134854;24.10.2023 21:55;30;True;111.865146;PRIOR;1
case5;5;Nádraží;(5, 135);2;Most,nádraží;(2, 9);21:55:00;24.10.2023 21:51;24.10.2023 21:55;39;True;201;PRIOR;1
case5;5;Nádraží;(5, 135);4;Most,Dopravní podnik;(4, 3);21:55:00;24.10.2023 21:51;24.10.2023 21:55;46;True;194;PRIOR;0
case5;5;Nádraží;(5, 135);5;Okružní,Shell;(5, 185);21:55:00;24.10.2023 21:51;24.10.2023 21:55;52;True;188;PRIOR;1
case5;5;Nádraží;(5, 135);17;Dopravní podnik;(17, 111, 1);21:55:00;24.10.2023 21:51;24.10.2023 21:55;82;True;158;PRIOR;0
case5;17;Dopravní podnik;(17, 111, 1);2;Most,nádraží;(2, 9);21:55:00;2023-10-24 21:52:38.082264;24.10.2023 21:55;57;True;84.917736;PRIOR;1
case5;17;Dopravní podnik;(17, 111, 1);4;Most,Dopravní podnik;(4, 3);21:55:00;2023-10-24 21:52:38.082264;24.10.2023 21:55;89;True;52.917736;PRIOR;1
case5;17;Dopravní podnik;(17, 111, 1);5;Okružní,Shell;(5, 185);21:55:00;2023-10-24 21:52:38.082264;24.10.2023 21:55;30;True;111.917736;PRIOR;1
case5;17;Dopravní podnik;(17, 111, 1);5;Nádraží;(5, 135);21:55:00;2023-10-24 21:52:38.082264;24.10.2023 21:55;82;True;59.917736;PRIOR;1
case5;2;Most,nádraží;(2, 9);4;Most,Dopravní podnik;(4, 3);19:55:00;2023-10-25 19:51:50.775491;25.10.2023 23:59;58;True;;PRIOR;0
case5;2;Most,nádraží;(2, 9);5;Okružní,Shell;(5, 185);19:55:00;2023-10-25 19:51:50.775491;25.10.2023 19:55;27;True;162.224509;PRIOR;0
case5;2;Most,nádraží;(2, 9);5;Nádraží;(5, 135);19:55:00;2023-10-25 19:51:50.775491;25.10.2023 19:55;39;True;150.224509;PRIOR;1
case5;2;Most,nádraží;(2, 9);17;Dopravní podnik;(17, 111, 1);19:55:00;2023-10-25 19:51:50.775491;25.10.2023 19:55;57;True;132.224509;PRIOR;0
case5;4;Most,Dopravní podnik;(4, 3);2;Most,nádraží;(2, 9);19:55:00;25.10.2023 23:59;25.10.2023 19:55;58;False;;PRIOR;0
case5;4;Most,Dopravní podnik;(4, 3);5;Okružní,Shell;(5, 185);19:55:00;25.10.2023 23:59;25.10.2023 19:55;59;False;;PRIOR;1
case5;4;Most,Dopravní podnik;(4, 3);5;Nádraží;(5, 135);19:55:00;25.10.2023 23:59;25.10.2023 19:55;46;False;;PRIOR;1
case5;4;Most,Dopravní podnik;(4, 3);17;Dopravní podnik;(17, 111, 1);19:55:00;25.10.2023 23:59;25.10.2023 19:55;89;False;;PRIOR;1
case5;5;Okružní,Shell;(5, 185);2;Most,nádraží;(2, 9);19:55:00;2023-10-25 19:52:31.323888;25.10.2023 19:55;27;True;121.676112;PRIOR;1
case5;5;Okružní,Shell;(5, 185);4;Most,Dopravní podnik;(4, 3);19:55:00;2023-10-25 19:52:31.323888;25.10.2023 23:59;59;True;;PRIOR;1
case5;5;Okružní,Shell;(5, 185);5;Nádraží;(5, 135);19:55:00;2023-10-25 19:52:31.323888;25.10.2023 19:55;52;True;96.676112;PRIOR;1
case5;5;Okružní,Shell;(5, 185);17;Dopravní podnik;(17, 111, 1);19:55:00;2023-10-25 19:52:31.323888;25.10.2023 19:55;30;True;118.676112;PRIOR;1
case5;5;Nádraží;(5, 135);2;Most,nádraží;(2, 9);19:55:00;2023-10-25 19:51:47.375102;25.10.2023 19:55;39;True;153.624898;PRIOR;1
case5;5;Nádraží;(5, 135);4;Most,Dopravní podnik;(4, 3);19:55:00;2023-10-25 19:51:47.375102;25.10.2023 23:59;46;True;;PRIOR;0
case5;5;Nádraží;(5, 135);5;Okružní,Shell;(5, 185);19:55:00;2023-10-25 19:51:47.375102;25.10.2023 19:55;52;True;140.624898;PRIOR;1
case5;5;Nádraží;(5, 135);17;Dopravní podnik;(17, 111, 1);19:55:00;2023-10-25 19:51:47.375102;25.10.2023 19:55;82;True;110.624898;PRIOR;0
case5;17;Dopravní podnik;(17, 111, 1);2;Most,nádraží;(2, 9);19:55:00;2023-10-25 19:52:59.568005;25.10.2023 19:55;57;True;63.431995;PRIOR;1
case5;17;Dopravní podnik;(17, 111, 1);4;Most,Dopravní podnik;(4, 3);19:55:00;2023-10-25 19:52:59.568005;25.10.2023 23:59;89;True;;PRIOR;1
case5;17;Dopravní podnik;(17, 111, 1);5;Okružní,Shell;(5, 185);19:55:00;2023-10-25 19:52:59.568005;25.10.2023 19:55;30;True;90.431995;PRIOR;1
case5;17;Dopravní podnik;(17, 111, 1);5;Nádraží;(5, 135);19:55:00;2023-10-25 19:52:59.568005;25.10.2023 19:55;82;True;38.431995;PRIOR;1
case5;2;Most,nádraží;(2, 9);4;Most,Dopravní podnik;(4, 3);20:55:00;2023-10-25 20:51:21.805859;25.10.2023 20:55;58;True;160.194141;PRIOR;0
case5;2;Most,nádraží;(2, 9);5;Okružní,Shell;(5, 185);20:55:00;2023-10-25 20:51:21.805859;25.10.2023 20:55;27;True;191.194141;PRIOR;0
case5;2;Most,nádraží;(2, 9);5;Nádraží;(5, 135);20:55:00;2023-10-25 20:51:21.805859;25.10.2023 20:55;39;True;179.194141;PRIOR;1
case5;2;Most,nádraží;(2, 9);17;Dopravní podnik;(17, 111, 1);20:55:00;2023-10-25 20:51:21.805859;25.10.2023 20:55;57;True;161.194141;PRIOR;0
case5;4;Most,Dopravní podnik;(4, 3);2;Most,nádraží;(2, 9);20:55:00;2023-10-25 20:52:19.332607;25.10.2023 20:55;58;True;102.667393;PRIOR;0
case5;4;Most,Dopravní podnik;(4, 3);5;Okružní,Shell;(5, 185);20:55:00;2023-10-25 20:52:19.332607;25.10.2023 20:55;59;True;101.667393;PRIOR;1
case5;4;Most,Dopravní podnik;(4, 3);5;Nádraží;(5, 135);20:55:00;2023-10-25 20:52:19.332607;25.10.2023 20:55;46;True;114.667393;PRIOR;1
case5;4;Most,Dopravní podnik;(4, 3);17;Dopravní podnik;(17, 111, 1);20:55:00;2023-10-25 20:52:19.332607;25.10.2023 20:55;89;True;71.667393;PRIOR;1
case5;5;Okružní,Shell;(5, 185);2;Most,nádraží;(2, 9);20:55:00;2023-10-25 20:52:13.335100;25.10.2023 20:55;27;True;139.6649;PRIOR;1
case5;5;Okružní,Shell;(5, 185);4;Most,Dopravní podnik;(4, 3);20:55:00;2023-10-25 20:52:13.335100;25.10.2023 20:55;59;True;107.6649;PRIOR;1
case5;5;Okružní,Shell;(5, 185);5;Nádraží;(5, 135);20:55:00;2023-10-25 20:52:13.335100;25.10.2023 20:55;52;True;114.6649;PRIOR;1
case5;5;Okružní,Shell;(5, 185);17;Dopravní podnik;(17, 111, 1);20:55:00;2023-10-25 20:52:13.335100;25.10.2023 20:55;30;True;136.6649;PRIOR;1
case5;5;Nádraží;(5, 135);2;Most,nádraží;(2, 9);20:55:00;2023-10-25 20:51:55.801601;25.10.2023 20:55;39;True;145.198399;PRIOR;1
case5;5;Nádraží;(5, 135);4;Most,Dopravní podnik;(4, 3);20:55:00;2023-10-25 20:51:55.801601;25.10.2023 20:55;46;True;138.198399;PRIOR;0
case5;5;Nádraží;(5, 135);5;Okružní,Shell;(5, 185);20:55:00;2023-10-25 20:51:55.801601;25.10.2023 20:55;52;True;132.198399;PRIOR;1
case5;5;Nádraží;(5, 135);17;Dopravní podnik;(17, 111, 1);20:55:00;2023-10-25 20:51:55.801601;25.10.2023 20:55;82;True;102.198399;PRIOR;0
case5;17;Dopravní podnik;(17, 111, 1);2;Most,nádraží;(2, 9);20:55:00;2023-10-25 20:53:08.994277;25.10.2023 20:55;57;True;54.005723;PRIOR;1
case5;17;Dopravní podnik;(17, 111, 1);4;Most,Dopravní podnik;(4, 3);20:55:00;2023-10-25 20:53:08.994277;25.10.2023 20:55;89;True;22.005723;PRIOR;1
case5;17;Dopravní podnik;(17, 111, 1);5;Okružní,Shell;(5, 185);20:55:00;2023-10-25 20:53:08.994277;25.10.2023 20:55;30;True;81.005723;PRIOR;1
case5;17;Dopravní podnik;(17, 111, 1);5;Nádraží;(5, 135);20:55:00;2023-10-25 20:53:08.994277;25.10.2023 20:55;82;True;29.005723;PRIOR;1
case5;2;Most,nádraží;(2, 9);4;Most,Dopravní podnik;(4, 3);21:55:00;2023-10-25 21:51:11.824627;25.10.2023 21:55;58;True;170.175373;PRIOR;0
case5;2;Most,nádraží;(2, 9);5;Okružní,Shell;(5, 185);21:55:00;2023-10-25 21:51:11.824627;25.10.2023 21:55;27;True;201.175373;PRIOR;0
case5;2;Most,nádraží;(2, 9);5;Nádraží;(5, 135);21:55:00;2023-10-25 21:51:11.824627;25.10.2023 21:55;39;True;189.175373;PRIOR;1
case5;2;Most,nádraží;(2, 9);17;Dopravní podnik;(17, 111, 1);21:55:00;2023-10-25 21:51:11.824627;25.10.2023 23:59;57;True;;PRIOR;0
case5;4;Most,Dopravní podnik;(4, 3);2;Most,nádraží;(2, 9);21:55:00;25.10.2023 21:51;25.10.2023 21:55;58;True;182;PRIOR;0
case5;4;Most,Dopravní podnik;(4, 3);5;Okružní,Shell;(5, 185);21:55:00;25.10.2023 21:51;25.10.2023 21:55;59;True;181;PRIOR;1
case5;4;Most,Dopravní podnik;(4, 3);5;Nádraží;(5, 135);21:55:00;25.10.2023 21:51;25.10.2023 21:55;46;True;194;PRIOR;1
case5;4;Most,Dopravní podnik;(4, 3);17;Dopravní podnik;(17, 111, 1);21:55:00;25.10.2023 21:51;25.10.2023 23:59;89;True;;PRIOR;1
case5;5;Okružní,Shell;(5, 185);2;Most,nádraží;(2, 9);21:55:00;2023-10-25 21:52:09.047917;25.10.2023 21:55;27;True;143.952083;PRIOR;1
case5;5;Okružní,Shell;(5, 185);4;Most,Dopravní podnik;(4, 3);21:55:00;2023-10-25 21:52:09.047917;25.10.2023 21:55;59;True;111.952083;PRIOR;1
case5;5;Okružní,Shell;(5, 185);5;Nádraží;(5, 135);21:55:00;2023-10-25 21:52:09.047917;25.10.2023 21:55;52;True;118.952083;PRIOR;1
case5;5;Okružní,Shell;(5, 185);17;Dopravní podnik;(17, 111, 1);21:55:00;2023-10-25 21:52:09.047917;25.10.2023 23:59;30;True;;PRIOR;1
case5;5;Nádraží;(5, 135);2;Most,nádraží;(2, 9);21:55:00;2023-10-25 21:52:11.169999;25.10.2023 21:55;39;True;129.830001;PRIOR;1
case5;5;Nádraží;(5, 135);4;Most,Dopravní podnik;(4, 3);21:55:00;2023-10-25 21:52:11.169999;25.10.2023 21:55;46;True;122.830001;PRIOR;0
case5;5;Nádraží;(5, 135);5;Okružní,Shell;(5, 185);21:55:00;2023-10-25 21:52:11.169999;25.10.2023 21:55;52;True;116.830001;PRIOR;1
case5;5;Nádraží;(5, 135);17;Dopravní podnik;(17, 111, 1);21:55:00;2023-10-25 21:52:11.169999;25.10.2023 23:59;82;True;;PRIOR;0
case5;17;Dopravní podnik;(17, 111, 1);2;Most,nádraží;(2, 9);21:55:00;25.10.2023 23:59;25.10.2023 21:55;57;False;;PRIOR;1
case5;17;Dopravní podnik;(17, 111, 1);4;Most,Dopravní podnik;(4, 3);21:55:00;25.10.2023 23:59;25.10.2023 21:55;89;False;;PRIOR;1
case5;17;Dopravní podnik;(17, 111, 1);5;Okružní,Shell;(5, 185);21:55:00;25.10.2023 23:59;25.10.2023 21:55;30;False;;PRIOR;1
case5;17;Dopravní podnik;(17, 111, 1);5;Nádraží;(5, 135);21:55:00;25.10.2023 23:59;25.10.2023 21:55;82;False;;PRIOR;1
case5;2;Most,nádraží;(2, 9);4;Most,Dopravní podnik;(4, 3);19:55:00;2023-10-26 19:51:37.563011;26.10.2023 19:55;58;True;144.436989;PRIOR;0
case5;2;Most,nádraží;(2, 9);5;Okružní,Shell;(5, 185);19:55:00;2023-10-26 19:51:37.563011;26.10.2023 19:55;27;True;175.436989;PRIOR;0
case5;2;Most,nádraží;(2, 9);5;Nádraží;(5, 135);19:55:00;2023-10-26 19:51:37.563011;26.10.2023 19:55;39;True;163.436989;PRIOR;1
case5;2;Most,nádraží;(2, 9);17;Dopravní podnik;(17, 111, 1);19:55:00;2023-10-26 19:51:37.563011;26.10.2023 19:55;57;True;145.436989;PRIOR;0
case5;4;Most,Dopravní podnik;(4, 3);2;Most,nádraží;(2, 9);19:55:00;2023-10-26 19:52:29.376228;26.10.2023 19:55;58;True;92.623772;PRIOR;0
case5;4;Most,Dopravní podnik;(4, 3);5;Okružní,Shell;(5, 185);19:55:00;2023-10-26 19:52:29.376228;26.10.2023 19:55;59;True;91.623772;PRIOR;1
case5;4;Most,Dopravní podnik;(4, 3);5;Nádraží;(5, 135);19:55:00;2023-10-26 19:52:29.376228;26.10.2023 19:55;46;True;104.623772;PRIOR;1
case5;4;Most,Dopravní podnik;(4, 3);17;Dopravní podnik;(17, 111, 1);19:55:00;2023-10-26 19:52:29.376228;26.10.2023 19:55;89;True;61.623772;PRIOR;1
case5;5;Okružní,Shell;(5, 185);2;Most,nádraží;(2, 9);19:55:00;2023-10-26 19:51:49.095519;26.10.2023 19:55;27;True;163.904481;PRIOR;1
case5;5;Okružní,Shell;(5, 185);4;Most,Dopravní podnik;(4, 3);19:55:00;2023-10-26 19:51:49.095519;26.10.2023 19:55;59;True;131.904481;PRIOR;1
case5;5;Okružní,Shell;(5, 185);5;Nádraží;(5, 135);19:55:00;2023-10-26 19:51:49.095519;26.10.2023 19:55;52;True;138.904481;PRIOR;1
case5;5;Okružní,Shell;(5, 185);17;Dopravní podnik;(17, 111, 1);19:55:00;2023-10-26 19:51:49.095519;26.10.2023 19:55;30;True;160.904481;PRIOR;1
case5;5;Nádraží;(5, 135);2;Most,nádraží;(2, 9);19:55:00;2023-10-26 19:52:06.702130;26.10.2023 19:55;39;True;134.29787;PRIOR;1
case5;5;Nádraží;(5, 135);4;Most,Dopravní podnik;(4, 3);19:55:00;2023-10-26 19:52:06.702130;26.10.2023 19:55;46;True;127.29787;PRIOR;0
