case;cislo linky;konecna A;linka_smer_A;cislo linky B;konecna B;linka_smer_B;rozjezd;prijezd;odjezd;doba prestupu;stihnuto;o_kolik;cpu;smysluplnost
case31;13;Loučná,konečná;(13, 210);4;Litvínov,Citadela;(4, 26);16:33:00;2023-10-07 16:32:02.676546;2023-10-07 16:32:43.305669;25;True;15.629123;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);16:33:00;07.10.2023 16:30;2023-10-07 16:31:05.874899;25;True;40.874899;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);16:33:00;07.10.2023 16:30;2023-10-07 16:32:43.305669;15;True;148.305669;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Loučná,konečná;(13, 210);16:33:00;2023-10-07 16:30:45.874899;07.10.2023 16:33;10;True;124.125101;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);16:33:00;2023-10-07 16:30:45.874899;07.10.2023 16:33;25;True;109.125101;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Loučná,konečná;(13, 210);16:33:00;2023-10-07 16:32:23.305669;07.10.2023 16:33;25;True;11.694331;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);16:33:00;2023-10-07 16:32:23.305669;07.10.2023 16:33;15;True;21.694331;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Most,Dopravní podnik;(4, 3);18:33:00;2023-10-07 18:31:58.479768;2023-10-07 18:30:35.943768;10;False;-92.536;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Litvínov,Citadela;(4, 26);18:33:00;2023-10-07 18:31:58.479768;2023-10-07 18:33:36.648284;25;True;73.168516;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);18:33:00;07.10.2023 23:59;2023-10-07 18:30:35.943768;25;False;;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);18:33:00;07.10.2023 23:59;2023-10-07 18:33:36.648284;15;False;;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Loučná,konečná;(13, 210);18:33:00;2023-10-07 18:30:15.943768;07.10.2023 18:33;10;True;154.056232;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);18:33:00;2023-10-07 18:30:15.943768;07.10.2023 23:59;25;True;;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Loučná,konečná;(13, 210);18:33:00;2023-10-07 18:33:16.648284;07.10.2023 18:33;25;False;-41.648284;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);18:33:00;2023-10-07 18:33:16.648284;07.10.2023 23:59;15;True;;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Most,Dopravní podnik;(4, 3);22:33:00;2023-10-07 22:30:54.723921;2023-10-07 22:30:27.970620;10;False;-36.753301;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Litvínov,Citadela;(4, 26);22:33:00;2023-10-07 22:30:54.723921;07.10.2023 22:32;25;True;40.276079;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);22:33:00;07.10.2023 22:30;2023-10-07 22:30:27.970620;25;True;2.97062;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);22:33:00;07.10.2023 22:30;07.10.2023 22:32;15;True;105;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Loučná,konečná;(13, 210);22:33:00;2023-10-07 22:30:07.970620;07.10.2023 22:33;10;True;162.02938;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);22:33:00;2023-10-07 22:30:07.970620;07.10.2023 22:33;25;True;147.02938;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Loučná,konečná;(13, 210);22:33:00;2023-10-07 22:30:42.021260;07.10.2023 22:33;25;True;112.97874;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);22:33:00;2023-10-07 22:30:42.021260;07.10.2023 22:33;15;True;122.97874;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Most,Dopravní podnik;(4, 3);6:33:00;08.10.2023 23:59;2023-10-08 06:30:50.367267;10;False;;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Litvínov,Citadela;(4, 26);6:33:00;08.10.2023 23:59;2023-10-08 06:33:00.621983;25;False;;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);6:33:00;08.10.2023 6:30;2023-10-08 06:30:50.367267;25;True;25.367267;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);6:33:00;08.10.2023 6:30;2023-10-08 06:33:00.621983;15;True;165.621983;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Loučná,konečná;(13, 210);6:33:00;2023-10-08 06:30:30.367267;08.10.2023 23:59;10;True;;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);6:33:00;2023-10-08 06:30:30.367267;08.10.2023 6:33;25;True;124.632733;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Loučná,konečná;(13, 210);6:33:00;2023-10-08 06:32:40.621983;08.10.2023 23:59;25;True;;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);6:33:00;2023-10-08 06:32:40.621983;08.10.2023 6:33;15;True;4.378017;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Most,Dopravní podnik;(4, 3);8:33:00;08.10.2023 23:59;2023-10-08 08:30:55.529467;10;False;;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Litvínov,Citadela;(4, 26);8:33:00;08.10.2023 23:59;2023-10-08 08:32:12.177678;25;False;;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);8:33:00;08.10.2023 8:30;2023-10-08 08:30:55.529467;25;True;30.529467;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);8:33:00;08.10.2023 8:30;2023-10-08 08:32:12.177678;15;True;117.177678;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Loučná,konečná;(13, 210);8:33:00;2023-10-08 08:30:35.529467;08.10.2023 23:59;10;True;;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);8:33:00;2023-10-08 08:30:35.529467;08.10.2023 8:33;25;True;119.470533;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Loučná,konečná;(13, 210);8:33:00;2023-10-08 08:31:52.177678;08.10.2023 23:59;25;True;;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);8:33:00;2023-10-08 08:31:52.177678;08.10.2023 8:33;15;True;52.822322;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Most,Dopravní podnik;(4, 3);10:33:00;08.10.2023 23:59;2023-10-08 10:30:54.153287;10;False;;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Litvínov,Citadela;(4, 26);10:33:00;08.10.2023 23:59;08.10.2023 10:32;25;False;;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);10:33:00;08.10.2023 10:30;2023-10-08 10:30:54.153287;25;True;29.153287;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);10:33:00;08.10.2023 10:30;08.10.2023 10:32;15;True;105;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Loučná,konečná;(13, 210);10:33:00;2023-10-08 10:30:34.153287;08.10.2023 23:59;10;True;;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);10:33:00;2023-10-08 10:30:34.153287;08.10.2023 10:33;25;True;120.846713;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Loučná,konečná;(13, 210);10:33:00;2023-10-08 10:30:40.751868;08.10.2023 23:59;25;True;;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);10:33:00;2023-10-08 10:30:40.751868;08.10.2023 10:33;15;True;124.248132;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Most,Dopravní podnik;(4, 3);12:33:00;08.10.2023 23:59;2023-10-08 12:30:35.031128;10;False;;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Litvínov,Citadela;(4, 26);12:33:00;08.10.2023 23:59;08.10.2023 12:32;25;False;;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);12:33:00;08.10.2023 12:30;2023-10-08 12:30:35.031128;25;True;10.031128;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);12:33:00;08.10.2023 12:30;08.10.2023 12:32;15;True;105;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Loučná,konečná;(13, 210);12:33:00;2023-10-08 12:30:15.031128;08.10.2023 23:59;10;True;;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);12:33:00;2023-10-08 12:30:15.031128;08.10.2023 12:33;25;True;139.968872;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Loučná,konečná;(13, 210);12:33:00;2023-10-08 12:31:23.228200;08.10.2023 23:59;25;True;;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);12:33:00;2023-10-08 12:31:23.228200;08.10.2023 12:33;15;True;81.7718;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Most,Dopravní podnik;(4, 3);14:33:00;08.10.2023 23:59;08.10.2023 14:30;10;False;;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Litvínov,Citadela;(4, 26);14:33:00;08.10.2023 23:59;08.10.2023 14:32;25;False;;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);14:33:00;08.10.2023 14:30;08.10.2023 14:30;25;False;-5;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);14:33:00;08.10.2023 14:30;08.10.2023 14:32;15;True;105;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Loučná,konečná;(13, 210);14:33:00;08.10.2023 14:30;08.10.2023 23:59;10;True;;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);14:33:00;08.10.2023 14:30;08.10.2023 14:33;25;True;155;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Loučná,konečná;(13, 210);14:33:00;2023-10-08 14:31:29.926117;08.10.2023 23:59;25;True;;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);14:33:00;2023-10-08 14:31:29.926117;08.10.2023 14:33;15;True;75.073883;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Most,Dopravní podnik;(4, 3);16:33:00;08.10.2023 23:59;2023-10-08 16:30:48.495638;10;False;;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Litvínov,Citadela;(4, 26);16:33:00;08.10.2023 23:59;2023-10-08 16:32:54.856497;25;False;;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);16:33:00;08.10.2023 16:30;2023-10-08 16:30:48.495638;25;True;23.495638;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);16:33:00;08.10.2023 16:30;2023-10-08 16:32:54.856497;15;True;159.856497;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Loučná,konečná;(13, 210);16:33:00;2023-10-08 16:30:28.495638;08.10.2023 23:59;10;True;;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);16:33:00;2023-10-08 16:30:28.495638;08.10.2023 16:33;25;True;126.504362;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Loučná,konečná;(13, 210);16:33:00;2023-10-08 16:32:34.856497;08.10.2023 23:59;25;True;;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);16:33:00;2023-10-08 16:32:34.856497;08.10.2023 16:33;15;True;10.143503;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Most,Dopravní podnik;(4, 3);18:33:00;08.10.2023 23:59;2023-10-08 18:30:32.358160;10;False;;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Litvínov,Citadela;(4, 26);18:33:00;08.10.2023 23:59;2023-10-08 18:32:29.821695;25;False;;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);18:33:00;08.10.2023 23:59;2023-10-08 18:30:32.358160;25;False;;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);18:33:00;08.10.2023 23:59;2023-10-08 18:32:29.821695;15;False;;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Loučná,konečná;(13, 210);18:33:00;2023-10-08 18:30:12.358160;08.10.2023 23:59;10;True;;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);18:33:00;2023-10-08 18:30:12.358160;08.10.2023 23:59;25;True;;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Loučná,konečná;(13, 210);18:33:00;2023-10-08 18:32:09.821695;08.10.2023 23:59;25;True;;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);18:33:00;2023-10-08 18:32:09.821695;08.10.2023 23:59;15;True;;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Most,Dopravní podnik;(4, 3);22:33:00;08.10.2023 23:59;08.10.2023 22:30;10;False;;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Litvínov,Citadela;(4, 26);22:33:00;08.10.2023 23:59;2023-10-08 22:32:15.901895;25;False;;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);22:33:00;08.10.2023 22:30;08.10.2023 22:30;25;False;-5;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);22:33:00;08.10.2023 22:30;2023-10-08 22:32:15.901895;15;True;120.901895;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Loučná,konečná;(13, 210);22:33:00;08.10.2023 22:30;08.10.2023 23:59;10;True;;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);22:33:00;08.10.2023 22:30;08.10.2023 22:33;25;True;155;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Loučná,konečná;(13, 210);22:33:00;2023-10-08 22:31:55.901895;08.10.2023 23:59;25;True;;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);22:33:00;2023-10-08 22:31:55.901895;08.10.2023 22:33;15;True;49.098105;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Most,Dopravní podnik;(4, 3);6:33:00;2023-10-14 06:30:42.915587;2023-10-14 06:30:58.294073;10;True;5.378486;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Litvínov,Citadela;(4, 26);6:33:00;2023-10-14 06:30:42.915587;14.10.2023 6:32;25;True;52.084413;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);6:33:00;14.10.2023 6:30;2023-10-14 06:30:58.294073;25;True;33.294073;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);6:33:00;14.10.2023 6:30;14.10.2023 6:32;15;True;105;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Loučná,konečná;(13, 210);6:33:00;2023-10-14 06:30:38.294073;14.10.2023 6:33;10;True;131.705927;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);6:33:00;2023-10-14 06:30:38.294073;14.10.2023 6:33;25;True;116.705927;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Loučná,konečná;(13, 210);6:33:00;2023-10-14 06:31:12.104007;14.10.2023 6:33;25;True;82.895993;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);6:33:00;2023-10-14 06:31:12.104007;14.10.2023 6:33;15;True;92.895993;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Most,Dopravní podnik;(4, 3);8:33:00;2023-10-14 08:31:44.058997;2023-10-14 08:31:27.690442;10;False;-26.368555;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Litvínov,Citadela;(4, 26);8:33:00;2023-10-14 08:31:44.058997;2023-10-14 08:32:39.312177;25;True;30.25318;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);8:33:00;14.10.2023 8:30;2023-10-14 08:31:27.690442;25;True;62.690442;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);8:33:00;14.10.2023 8:30;2023-10-14 08:32:39.312177;15;True;144.312177;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Loučná,konečná;(13, 210);8:33:00;2023-10-14 08:31:07.690442;14.10.2023 8:33;10;True;102.309558;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);8:33:00;2023-10-14 08:31:07.690442;14.10.2023 8:33;25;True;87.309558;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Loučná,konečná;(13, 210);8:33:00;2023-10-14 08:32:19.312177;14.10.2023 8:33;25;True;15.687823;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);8:33:00;2023-10-14 08:32:19.312177;14.10.2023 8:33;15;True;25.687823;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Most,Dopravní podnik;(4, 3);10:33:00;2023-10-14 10:32:04.823415;2023-10-14 10:31:32.963947;10;False;-41.859468;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Litvínov,Citadela;(4, 26);10:33:00;2023-10-14 10:32:04.823415;2023-10-14 10:33:09.315908;25;True;39.492493;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);10:33:00;14.10.2023 10:30;2023-10-14 10:31:32.963947;25;True;67.963947;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);10:33:00;14.10.2023 10:30;2023-10-14 10:33:09.315908;15;True;174.315908;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Loučná,konečná;(13, 210);10:33:00;2023-10-14 10:31:12.963947;14.10.2023 10:33;10;True;97.036053;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);10:33:00;2023-10-14 10:31:12.963947;14.10.2023 10:33;25;True;82.036053;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Loučná,konečná;(13, 210);10:33:00;2023-10-14 10:32:49.315908;14.10.2023 10:33;25;False;-14.315908;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);10:33:00;2023-10-14 10:32:49.315908;14.10.2023 10:33;15;False;-4.315908;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Most,Dopravní podnik;(4, 3);12:33:00;2023-10-14 12:31:00.939244;2023-10-14 12:31:04.128394;10;False;-6.81085;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Litvínov,Citadela;(4, 26);12:33:00;2023-10-14 12:31:00.939244;2023-10-14 12:32:10.275037;25;True;44.335793;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);12:33:00;14.10.2023 12:30;2023-10-14 12:31:04.128394;25;True;39.128394;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);12:33:00;14.10.2023 12:30;2023-10-14 12:32:10.275037;15;True;115.275037;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Loučná,konečná;(13, 210);12:33:00;2023-10-14 12:30:44.128394;14.10.2023 12:33;10;True;125.871606;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);12:33:00;2023-10-14 12:30:44.128394;14.10.2023 12:33;25;True;110.871606;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Loučná,konečná;(13, 210);12:33:00;2023-10-14 12:31:50.275037;14.10.2023 12:33;25;True;44.724963;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);12:33:00;2023-10-14 12:31:50.275037;14.10.2023 12:33;15;True;54.724963;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Most,Dopravní podnik;(4, 3);14:33:00;2023-10-14 14:31:55.506856;2023-10-14 14:31:35.106785;10;False;-30.400071;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Litvínov,Citadela;(4, 26);14:33:00;2023-10-14 14:31:55.506856;2023-10-14 14:32:45.489954;25;True;24.983098;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);14:33:00;14.10.2023 14:30;2023-10-14 14:31:35.106785;25;True;70.106785;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);14:33:00;14.10.2023 14:30;2023-10-14 14:32:45.489954;15;True;150.489954;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Loučná,konečná;(13, 210);14:33:00;2023-10-14 14:31:15.106785;14.10.2023 14:33;10;True;94.893215;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);14:33:00;2023-10-14 14:31:15.106785;14.10.2023 14:33;25;True;79.893215;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Loučná,konečná;(13, 210);14:33:00;2023-10-14 14:32:25.489954;14.10.2023 14:33;25;True;9.510046;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);14:33:00;2023-10-14 14:32:25.489954;14.10.2023 14:33;15;True;19.510046;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Most,Dopravní podnik;(4, 3);16:33:00;2023-10-14 16:32:07.485270;2023-10-14 16:30:48.223942;10;False;-89.261328;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Litvínov,Citadela;(4, 26);16:33:00;2023-10-14 16:32:07.485270;2023-10-14 16:32:58.988325;25;True;26.503055;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);16:33:00;14.10.2023 16:30;2023-10-14 16:30:48.223942;25;True;23.223942;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);16:33:00;14.10.2023 16:30;2023-10-14 16:32:58.988325;15;True;163.988325;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Loučná,konečná;(13, 210);16:33:00;2023-10-14 16:30:28.223942;14.10.2023 16:33;10;True;141.776058;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);16:33:00;2023-10-14 16:30:28.223942;14.10.2023 16:33;25;True;126.776058;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Loučná,konečná;(13, 210);16:33:00;2023-10-14 16:32:38.988325;14.10.2023 16:33;25;False;-3.988325;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);16:33:00;2023-10-14 16:32:38.988325;14.10.2023 16:33;15;True;6.011675;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Most,Dopravní podnik;(4, 3);18:33:00;2023-10-14 18:30:41.302653;2023-10-14 18:31:01.548622;10;True;10.245969;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Litvínov,Citadela;(4, 26);18:33:00;2023-10-14 18:30:41.302653;2023-10-14 18:33:16.955593;25;True;130.65294;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);18:33:00;14.10.2023 18:30;2023-10-14 18:31:01.548622;25;True;36.548622;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);18:33:00;14.10.2023 18:30;2023-10-14 18:33:16.955593;15;True;181.955593;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Loučná,konečná;(13, 210);18:33:00;2023-10-14 18:30:41.548622;14.10.2023 18:33;10;True;128.451378;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);18:33:00;2023-10-14 18:30:41.548622;14.10.2023 18:33;25;True;113.451378;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Loučná,konečná;(13, 210);18:33:00;2023-10-14 18:32:56.955593;14.10.2023 18:33;25;False;-21.955593;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);18:33:00;2023-10-14 18:32:56.955593;14.10.2023 18:33;15;False;-11.955593;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Most,Dopravní podnik;(4, 3);22:33:00;14.10.2023 22:30;2023-10-14 22:30:29.572603;10;True;19.572603;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Litvínov,Citadela;(4, 26);22:33:00;14.10.2023 22:30;2023-10-14 22:32:59.491448;25;True;154.491448;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);22:33:00;14.10.2023 22:30;2023-10-14 22:30:29.572603;25;True;4.572603;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);22:33:00;14.10.2023 22:30;2023-10-14 22:32:59.491448;15;True;164.491448;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Loučná,konečná;(13, 210);22:33:00;2023-10-14 22:30:09.572603;14.10.2023 22:33;10;True;160.427397;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);22:33:00;2023-10-14 22:30:09.572603;14.10.2023 22:33;25;True;145.427397;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Loučná,konečná;(13, 210);22:33:00;2023-10-14 22:32:39.491448;14.10.2023 22:33;25;False;-4.491448;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Janov,konečná;(13, 225);22:33:00;2023-10-14 22:32:39.491448;14.10.2023 22:33;15;True;5.508552;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Most,Dopravní podnik;(4, 3);6:33:00;2023-10-15 06:30:16.320561;15.10.2023 6:30;10;False;-6.320561;Litvínov;1
case31;13;Loučná,konečná;(13, 210);4;Litvínov,Citadela;(4, 26);6:33:00;2023-10-15 06:30:16.320561;15.10.2023 23:59;25;True;;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Most,Dopravní podnik;(4, 3);6:33:00;15.10.2023 6:30;15.10.2023 6:30;25;False;-5;Litvínov;1
case31;13;Janov,konečná;(13, 225);4;Litvínov,Citadela;(4, 26);6:33:00;15.10.2023 6:30;15.10.2023 23:59;15;True;;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Loučná,konečná;(13, 210);6:33:00;15.10.2023 6:30;15.10.2023 6:33;10;True;170;Litvínov;1
case31;4;Most,Dopravní podnik;(4, 3);13;Janov,konečná;(13, 225);6:33:00;15.10.2023 6:30;15.10.2023 6:33;25;True;155;Litvínov;1
case31;4;Litvínov,Citadela;(4, 26);13;Loučná,konečná;(13, 210);6:33:00;15.10.2023 23:59;15.10.2023 6:33;25;False;;Litvínov;1
